Row ID,OrderID,OrderDate,ShipDate,OrderPriority,ShipMode,CustomerName,Segment,City,State,Region,Product ID,Category,Sub-Category,ProductName,ProductContainer,Sales,Quantity,Discount,Profit,ShippingCost
1217,IN-2014-48534,19-12-2023,25-12-2023,Low,Regular Air,Ann Chong,Corporate,Durgapur,West Bengal,East,OFF-EN-10002007,Office Supplies,Envelopes,"Kraft Clasp Envelope, with clear poly window",Medium Box,75.24,6,0,11.88,7.34
1218,IN-2013-18483,24-05-2022,29-05-2022,Medium,Regular Air,Neil Ducich,Corporate,Raipur,Chhattisgarh,Central,OFF-AR-10001226,Office Supplies,Art,"Boston Pencil Sharpener, Fluorescent",Small Box,173.7,6,0,3.42,11.37
1219,IN-2013-62443,19-08-2022,25-08-2022,Critical,Express Air,Randy Ferguson,Corporate,Moradabad,Uttar Pradesh,North,OFF-AR-10002340,Office Supplies,Art,"Stanley Markers, Water Color",Small Box,152.28,6,0,28.8,3.6
1220,IN-2012-37362,27-06-2021,02-07-2021,Low,Delivery Truck,David Bremer,Corporate,Hubli,Karnataka,South,OFF-BI-10003779,Office Supplies,Binders,"Cardinal 3-Hole Punch, Durable",Small Box,181.8,6,0,72.72,11.02
1221,IN-2013-79390,07-05-2022,12-05-2022,Not Specified,Regular Air,Steve Chapman,Corporate,Mysore,Karnataka,South,OFF-FA-10004447,Office Supplies,Fasteners,"Advantus Rubber Bands, Metal",Jumbo Drum,83.55,5,0,27.45,3.58
1222,IN-2013-79390,07-05-2022,12-05-2022,Not Specified,Express Air,Steve Chapman,Corporate,Mysore,Karnataka,South,OFF-FA-10003838,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",Jumbo Drum,67.95,5,0,12.15,2.62
1223,IN-2012-46259,11-05-2021,15-05-2021,Low,Regular Air,Rob Williams,Corporate,Delhi,Delhi,North,OFF-PA-10000344,Office Supplies,Paper,"SanDisk Memo Slips, 8.5 x 11",Wrap Bag,105.6,5,0,52.8,3.37
1224,IN-2014-30264,28-08-2023,01-09-2023,High,Regular Air,Odella Nelson,Corporate,Visakhapatnam,Andhra Pradesh,South,OFF-LA-10000195,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible",Medium Box,41.25,5,0,0.3,2.3
1225,IN-2014-46343,23-09-2023,27-09-2023,High,Regular Air,Jane Waco,Corporate,Barddhaman,West Bengal,East,OFF-LA-10003396,Office Supplies,Labels,"Avery Color Coded Labels, Laser Printer Compatible",Medium Box,66.45,5,0,14.55,0.71
1226,IN-2011-71634,01-06-2020,06-06-2020,High,Regular Air,Mark Cousins,Corporate,Jaipur,Rajasthan,North,OFF-EN-10002007,Office Supplies,Envelopes,"Kraft Clasp Envelope, with clear poly window",Medium Box,62.7,5,0,9.9,4.18
1227,IN-2011-14983,10-10-2020,16-10-2020,Not Specified,Delivery Truck,Gene Hale,Corporate,Visakhapatnam,Andhra Pradesh,South,OFF-EN-10004173,Office Supplies,Envelopes,"Ames Peel and Seal, Recycled",Medium Box,87.45,5,0,19.2,3.95
1228,IN-2013-64452,08-07-2022,13-07-2022,Not Specified,Regular Air,Katharine Harms,Corporate,Darbhanga,Bihar,East,OFF-ST-10003953,Office Supplies,Storage,"Smead File Cart, Industrial",Small Box,642,5,0,179.7,59.41
1229,IN-2014-10020,30-11-2023,04-12-2023,Critical,Regular Air,Adam Hart,Corporate,Darbhanga,Bihar,East,OFF-ST-10003953,Office Supplies,Storage,"Smead File Cart, Industrial",Small Box,642,5,0,179.7,59.03
1230,IN-2013-27639,04-04-2022,10-04-2022,Not Specified,Delivery Truck,George Zrebassa,Corporate,Tiruchchirappalli,Tamil Nadu,South,OFF-ST-10002085,Office Supplies,Storage,"Tenex File Cart, Industrial",Small Box,670.65,5,0,321.9,23.64
1231,IN-2014-46343,23-09-2023,27-09-2023,Low,Express Air,Jane Waco,Corporate,Barddhaman,West Bengal,East,OFF-ST-10004325,Office Supplies,Storage,"Eldon Box, Single Width",Small Box,51.45,5,0,20.55,3.14
1232,IN-2012-32343,29-08-2021,02-09-2021,Not Specified,Regular Air,Scot Coram,Corporate,Bhavnagar,Gujarat,West,OFF-BI-10002632,Office Supplies,Binders,"Acco Binding Machine, Recycled",Small Box,257.25,5,0,69.45,16.66
1233,IN-2013-18357,24-05-2022,30-05-2022,Not Specified,Express Air,Yana Sorensen,Corporate,Bangalore,Karnataka,South,OFF-BI-10001904,Office Supplies,Binders,"Cardinal Binder Covers, Durable",Small Box,67.5,5,0,33,6.67
1234,IN-2012-52076,27-06-2021,02-07-2021,Medium,Regular Air,Marina Lichtenstein,Corporate,Bangalore,Karnataka,South,OFF-BI-10002627,Office Supplies,Binders,"Avery Binder Covers, Economy",Small Box,55.35,5,0,22.65,3.99
1235,IN-2011-10055,06-10-2020,10-10-2020,Medium,Regular Air,Todd Sumrall,Corporate,Visakhapatnam,Andhra Pradesh,South,OFF-AP-10003598,Office Supplies,Appliances,"Breville Refrigerator, Red",Large Box,2077.32,4,0,581.64,269.89
1236,IN-2011-29781,03-10-2020,09-10-2020,Critical,Regular Air,Mike Caudle,Corporate,Bangalore,Karnataka,South,OFF-FA-10004527,Office Supplies,Fasteners,"Advantus Thumb Tacks, Bulk Pack",Jumbo Drum,54.36,4,0,9.72,4.49
1237,IN-2012-37957,10-03-2021,16-03-2021,Critical,Express Air,Dorris liebe,Corporate,Delhi,Delhi,North,OFF-FA-10000248,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",Jumbo Drum,55.92,4,0,27.96,1.31
1238,IN-2013-30257,30-07-2022,03-08-2022,Critical,Regular Air,Justin Ritter,Corporate,Srinagar,Jammu and Kashmir,North,OFF-PA-10002073,Office Supplies,Paper,"Green Bar Parchment Paper, 8.5 x 11",Wrap Bag,83.28,4,0,32.4,3.41
1239,IN-2013-19176,11-06-2022,17-06-2022,Critical,Regular Air,Michael Stewart,Corporate,Hyderabad,Telangana,South,OFF-PA-10000030,Office Supplies,Paper,"Eaton Parchment Paper, Recycled",Wrap Bag,53.52,4,0,22.92,2.45
1240,IN-2013-50753,18-06-2022,24-06-2022,Not Specified,Regular Air,Tom Stivers,Corporate,Vijayawada,Andhra Pradesh,South,OFF-LA-10000195,Office Supplies,Labels,"Novimex File Folder Labels, Laser Printer Compatible",Medium Box,33,4,0,0.24,1.25
1241,IN-2014-18238,02-05-2023,06-05-2023,Critical,Regular Air,Kristen Hastings,Corporate,Bangalore,Karnataka,South,OFF-EN-10004473,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window",Medium Box,194.64,4,0,9.72,23.26
1242,IN-2012-58817,26-08-2021,31-08-2021,High,Regular Air,Bill Overfelt,Corporate,Guwahati,Assam,East,OFF-EN-10004053,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, with clear poly window",Medium Box,123.72,4,0,33.36,1.49
1243,IN-2011-68904,26-09-2020,30-09-2020,High,Regular Air,Anna HŠberlin,Corporate,Raipur,Chhattisgarh,Central,OFF-SU-10003717,Office Supplies,Supplies,"Stiletto Ruler, Serrated",Wrap Bag,46.32,4,0,3.24,3.13
1244,IN-2011-12554,30-12-2020,06-01-2021,High,Express Air,Yoseph Carroll,Corporate,Bangalore,Karnataka,South,OFF-ST-10003203,Office Supplies,Storage,"Eldon Lockers, Wire Frame",Small Box,787.92,4,0,338.76,40.84
1245,IN-2013-79390,07-05-2022,12-05-2022,Low,Regular Air,Steve Chapman,Corporate,Mysore,Karnataka,South,OFF-ST-10001290,Office Supplies,Storage,"Rogers Shelving, Single Width",Small Box,248.64,4,0,109.32,15.39
1246,IN-2013-36081,18-11-2022,23-11-2022,Low,Regular Air,Ruben Ausman,Corporate,Aurangabad,Bihar,East,OFF-AR-10001518,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color",Small Box,107.76,4,0,45.24,6.99
1247,IN-2013-28297,24-05-2022,30-05-2022,Medium,Delivery Truck,Bill Overfelt,Corporate,Bangalore,Karnataka,South,OFF-BI-10004483,Office Supplies,Binders,"Ibico Index Tab, Clear",Small Box,33.48,4,0,1.32,1.94
1248,IN-2012-31867,01-08-2021,06-08-2021,Medium,Regular Air,Keith Dawkins,Corporate,Nasik,Maharashtra,West,OFF-AP-10000675,Office Supplies,Appliances,"Hamilton Beach Stove, White",Large Box,1621.44,3,0,210.78,97.07
1249,IN-2012-46259,11-05-2021,15-05-2021,Critical,Regular Air,Rob Williams,Corporate,Delhi,Delhi,North,OFF-AP-10002226,Office Supplies,Appliances,"Hoover Blender, Black",Large Box,289.8,3,0,20.25,19.2
1250,IN-2012-18273,23-08-2021,27-08-2021,Critical,Regular Air,Erica Bern,Corporate,Parbhani,Maharashtra,West,OFF-AP-10001670,Office Supplies,Appliances,"Hoover Coffee Grinder, White",Large Box,200.79,3,0,8.01,17.77
1251,IN-2013-18483,24-05-2022,29-05-2022,Critical,Regular Air,Neil Ducich,Corporate,Raipur,Chhattisgarh,Central,OFF-FA-10002481,Office Supplies,Fasteners,"OIC Rubber Bands, 12 Pack",Jumbo Drum,49.5,3,0,1.44,5.37
1252,IN-2012-56857,08-10-2021,13-10-2021,Critical,Regular Air,George Bell,Corporate,Ambattur,Tamil Nadu,South,OFF-FA-10004523,Office Supplies,Fasteners,"OIC Thumb Tacks, Bulk Pack",Jumbo Drum,42.21,3,0,11.34,3.03
1253,IN-2013-36081,18-11-2022,23-11-2022,Critical,Delivery Truck,Ruben Ausman,Corporate,Aurangabad,Bihar,East,OFF-FA-10001082,Office Supplies,Fasteners,"OIC Staples, Assorted Sizes",Jumbo Drum,26.37,3,0,0.45,1.36
1254,IN-2012-56857,08-10-2021,13-10-2021,Critical,Regular Air,George Bell,Corporate,Ambattur,Tamil Nadu,South,OFF-FA-10002360,Office Supplies,Fasteners,"Advantus Staples, Bulk Pack",Jumbo Drum,32.58,3,0,11.07,1.01
1255,IN-2014-34128,15-04-2023,19-04-2023,Critical,Regular Air,Kean Nguyen,Corporate,Gorakhpur,Uttar Pradesh,North,OFF-FA-10003615,Office Supplies,Fasteners,"Stockwell Staples, Assorted Sizes",Jumbo Drum,23.58,3,0,5.4,0.64
1256,IN-2011-14983,10-10-2020,16-10-2020,Critical,Regular Air,Gene Hale,Corporate,Visakhapatnam,Andhra Pradesh,South,OFF-PA-10001258,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor",Wrap Bag,149.4,3,0,13.41,6.82
1257,IN-2014-44264,18-10-2023,23-10-2023,Not Specified,Regular Air,Steven Ward,Corporate,Bangalore,Karnataka,South,OFF-PA-10003511,Office Supplies,Paper,"Green Bar Memo Slips, 8.5 x 11",Wrap Bag,63.27,3,0,31.59,3.64
1258,IN-2011-14983,10-10-2020,16-10-2020,Critical,Regular Air,Gene Hale,Corporate,Visakhapatnam,Andhra Pradesh,South,OFF-PA-10000127,Office Supplies,Paper,"SanDisk Parchment Paper, Multicolor",Wrap Bag,54.36,3,0,20.07,3.29
1259,IN-2013-41240,22-09-2022,28-09-2022,Critical,Regular Air,Corey Catlett,Corporate,Vijayawada,Andhra Pradesh,South,OFF-PA-10000357,Office Supplies,Paper,"Eaton Memo Slips, Recycled",Wrap Bag,40.95,3,0,20.43,2.9
1260,IN-2011-43599,02-06-2020,07-06-2020,Not Specified,Regular Air,John Grady,Corporate,Agra,Uttar Pradesh,North,OFF-LA-10002107,Office Supplies,Labels,"Harbour Creations Removable Labels, Laser Printer Compatible",Medium Box,30.51,3,0,9.72,1.79
1261,IN-2014-78368,24-10-2023,28-10-2023,High,Regular Air,Dorothy Wardle,Corporate,Surat,Gujarat,West,OFF-EN-10002700,Office Supplies,Envelopes,"Kraft Interoffice Envelope, with clear poly window",Medium Box,151.38,3,0,52.92,14.93
1262,IN-2012-26204,08-12-2021,13-12-2021,High,Regular Air,Dorothy Badders,Corporate,Chennai,Tamil Nadu,South,OFF-SU-10002388,Office Supplies,Supplies,"Elite Shears, Easy Grip",Wrap Bag,145.89,3,0,17.46,15.08
1263,IN-2014-44264,18-10-2023,23-10-2023,Critical,Regular Air,Steven Ward,Corporate,Bangalore,Karnataka,South,OFF-SU-10000866,Office Supplies,Supplies,"Elite Trimmer, Serrated",Wrap Bag,115.11,3,0,13.77,9.7
1264,IN-2011-75526,22-08-2020,28-08-2020,High,Regular Air,Dario Medina,Corporate,Bhavnagar,Gujarat,West,OFF-SU-10001731,Office Supplies,Supplies,"Elite Letter Opener, High Speed",Wrap Bag,80.1,3,0,39.24,7.88
1265,IN-2011-67840,02-08-2020,07-08-2020,High,Regular Air,Vivek Grady,Corporate,Surat,Gujarat,West,OFF-SU-10000866,Office Supplies,Supplies,"Elite Trimmer, Serrated",Wrap Bag,115.11,3,0,13.77,7.61
1266,IN-2013-77766,07-01-2022,13-01-2022,Medium,Regular Air,Denny Joy,Corporate,Korba,Chhattisgarh,Central,OFF-SU-10000178,Office Supplies,Supplies,"Acme Ruler, Easy Grip",Wrap Bag,54.99,3,0,4.32,2.88
1267,IN-2014-52048,30-10-2023,04-11-2023,Not Specified,Regular Air,Henry Goldwyn,Corporate,Karnal,Haryana,North,OFF-SU-10003559,Office Supplies,Supplies,"Kleencut Ruler, Steel",Wrap Bag,38.88,3,0,8.1,1.39
1268,IN-2011-43599,02-06-2020,07-06-2020,High,Regular Air,John Grady,Corporate,Agra,Uttar Pradesh,North,OFF-ST-10003017,Office Supplies,Storage,"Tenex Box, Industrial",Small Box,50.94,3,0,7.56,3.21
1269,IN-2012-57844,28-12-2021,02-01-2022,High,Delivery Truck,Cindy Schnelling,Corporate,Panipat,Haryana,North,OFF-ST-10003528,Office Supplies,Storage,"Fellowes Folders, Wire Frame",Small Box,76.41,3,0,2.97,1.36
1270,IN-2013-44432,06-08-2022,13-08-2022,Critical,Delivery Truck,David Wiener,Corporate,Avadi,Tamil Nadu,South,OFF-ST-10000268,Office Supplies,Storage,"Smead Box, Blue",Small Box,32.31,3,0,9,0.76
1271,IN-2014-53000,07-08-2023,12-08-2023,High,Regular Air,Jack O'Briant,Corporate,Kozhikode,Kerala,South,OFF-AR-10003046,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent",Small Box,140.22,3,0,42.03,11.86
1272,IN-2014-39371,12-09-2023,16-09-2023,High,Delivery Truck,Nicole Hansen,Corporate,Akola,Maharashtra,West,OFF-AR-10003536,Office Supplies,Art,"Stanley Pencil Sharpener, Water Color",Small Box,83.88,3,0,17.55,3.54
1273,IN-2012-18273,23-08-2021,27-08-2021,Critical,Regular Air,Erica Bern,Corporate,Parbhani,Maharashtra,West,OFF-BI-10004120,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable",Small Box,95.85,3,0,22.95,8.82
1274,IN-2011-68904,26-09-2020,30-09-2020,Medium,Regular Air,Anna HŠberlin,Corporate,Raipur,Chhattisgarh,Central,OFF-BI-10001326,Office Supplies,Binders,"Cardinal Binder, Recycled",Small Box,42.57,3,0,10.62,2.77
1275,IN-2013-64452,08-07-2022,13-07-2022,Medium,Regular Air,Katharine Harms,Corporate,Darbhanga,Bihar,East,OFF-BI-10000305,Office Supplies,Binders,"Wilson Jones Index Tab, Durable",Small Box,23.85,3,0,4.23,1.31
1276,IN-2012-61918,28-12-2021,02-01-2022,Low,Regular Air,Odella Nelson,Corporate,Bangalore,Karnataka,South,OFF-BI-10000518,Office Supplies,Binders,"Wilson Jones Index Tab, Clear",Small Box,17.73,3,0,0.63,0.86
1277,IN-2014-19463,09-09-2023,14-09-2023,Low,Regular Air,Laurel Workman,Corporate,Mysore,Karnataka,South,OFF-FA-10001126,Office Supplies,Fasteners,"Accos Paper Clips, Metal",Jumbo Drum,13.47,1,0,1.2,0.62
1278,IN-2013-32945,26-12-2022,30-12-2022,Not Specified,Regular Air,Pauline Webber,Corporate,Shimoga,Karnataka,South,OFF-PA-10000116,Office Supplies,Paper,"Xerox Parchment Paper, Premium",Wrap Bag,13.26,1,0,2.76,1.33
1279,IN-2013-29683,10-05-2022,16-05-2022,Not Specified,Regular Air,Alan Schoenberger,Corporate,Hyderabad,Telangana,South,OFF-PA-10004380,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor",Wrap Bag,18.39,1,0,2.19,0.76
1280,IN-2013-29683,10-05-2022,16-05-2022,Low,Regular Air,Alan Schoenberger,Corporate,Hyderabad,Telangana,South,OFF-LA-10003379,Office Supplies,Labels,"Smead Color Coded Labels, Laser Printer Compatible",Medium Box,13.05,1,0,0.63,1.05
1281,IN-2012-10209,05-07-2021,12-07-2021,Medium,Delivery Truck,Monica Federle,Corporate,Allahabad,Uttar Pradesh,North,OFF-SU-10000932,Office Supplies,Supplies,"Elite Shears, Steel",Wrap Bag,46.41,1,0,1.83,1.26
1282,IN-2012-56857,08-10-2021,13-10-2021,Medium,Delivery Truck,George Bell,Corporate,Ambattur,Tamil Nadu,South,OFF-ST-10004837,Office Supplies,Storage,"Eldon File Cart, Single Width",Small Box,127.92,1,0,7.65,4.4
1283,IN-2012-32343,29-08-2021,02-09-2021,Medium,Regular Air,Scot Coram,Corporate,Bhavnagar,Gujarat,West,OFF-ST-10004015,Office Supplies,Storage,"Smead Trays, Blue",Small Box,48.48,1,0,23.73,1.8
1284,IN-2014-34128,15-04-2023,19-04-2023,Not Specified,Regular Air,Kean Nguyen,Corporate,Gorakhpur,Uttar Pradesh,North,OFF-AR-10004900,Office Supplies,Art,"Boston Canvas, Easy-Erase",Small Box,53.91,1,0,10.23,3.18
1285,IN-2014-34128,15-04-2023,19-04-2023,Critical,Regular Air,Kean Nguyen,Corporate,Gorakhpur,Uttar Pradesh,North,OFF-BI-10002907,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy",Small Box,27.99,1,0,3.9,1.97
1286,IN-2014-30264,28-08-2023,01-09-2023,Critical,Regular Air,Odella Nelson,Corporate,Visakhapatnam,Andhra Pradesh,South,OFF-BI-10000698,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled",Small Box,4.89,1,0,1.71,0.47
1287,IN-2014-44264,18-10-2023,23-10-2023,Critical,Regular Air,Steven Ward,Corporate,Bangalore,Karnataka,South,OFF-AP-10002933,Office Supplies,Appliances,"Hoover Blender, Silver",Large Box,194.34,2,0,36.9,15.91
1288,IN-2012-31867,01-08-2021,06-08-2021,Critical,Express Air,Keith Dawkins,Corporate,Nasik,Maharashtra,West,OFF-FA-10004659,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",Jumbo Drum,25.92,2,0,8.28,1.75
1289,IN-2013-34506,12-10-2022,17-10-2022,Critical,Regular Air,Georgia Rosenberg,Corporate,Chennai,Tamil Nadu,South,OFF-PA-10000453,Office Supplies,Paper,"Xerox Cards & Envelopes, 8.5 x 11",Wrap Bag,98.22,2,0,34.32,10.23
1290,IN-2012-13037,19-07-2021,25-07-2021,Low,Regular Air,Adam Hart,Corporate,Faridabad,Haryana,North,OFF-PA-10001835,Office Supplies,Paper,"SanDisk Computer Printout Paper, 8.5 x 11",Wrap Bag,67.86,2,0,0,1.91
1291,IN-2011-68904,26-09-2020,30-09-2020,Low,Regular Air,Anna HŠberlin,Corporate,Raipur,Chhattisgarh,Central,OFF-PA-10004943,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11",Wrap Bag,39.6,2,0,16.98,0.85
1292,IN-2013-77766,07-01-2022,13-01-2022,Critical,Regular Air,Denny Joy,Corporate,Korba,Chhattisgarh,Central,OFF-LA-10000668,Office Supplies,Labels,"Smead Removable Labels, Adjustable",Medium Box,21.78,2,0,10.86,2.78
1293,IN-2014-18238,02-05-2023,06-05-2023,Critical,Regular Air,Kristen Hastings,Corporate,Bangalore,Karnataka,South,OFF-LA-10002939,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",Medium Box,22.68,2,0,4.98,1
1294,IN-2011-36620,02-09-2020,06-09-2020,Critical,Express Air,Stewart Carmichael,Corporate,Bhopal,Madhya Pradesh,Central,OFF-LA-10000540,Office Supplies,Labels,"Harbour Creations Round Labels, Adjustable",Medium Box,9.3,2,0,2.46,0.23
1295,IN-2012-38713,21-09-2021,26-09-2021,Medium,Regular Air,Stewart Carmichael,Corporate,Kamarhati,West Bengal,East,OFF-EN-10002757,Office Supplies,Envelopes,"Ames Interoffice Envelope, Security-Tint",Medium Box,95.04,2,0,13.26,5.15
1296,IN-2014-55471,12-09-2023,16-09-2023,Medium,Regular Air,Greg Maxwell,Corporate,Fatehpur,Rajasthan,North,OFF-EN-10001882,Office Supplies,Envelopes,"Jiffy Manila Envelope, with clear poly window",Medium Box,59.1,2,0,28.92,2.73
1297,IN-2013-77437,15-03-2022,19-03-2022,Low,Express Air,Stuart Van,Corporate,Nasik,Maharashtra,West,OFF-SU-10003834,Office Supplies,Supplies,"Stiletto Shears, High Speed",Wrap Bag,96.18,2,0,36.54,4.68
1298,IN-2011-41254,22-06-2020,26-06-2020,Low,Regular Air,Scot Coram,Corporate,Avadi,Tamil Nadu,South,OFF-SU-10000178,Office Supplies,Supplies,"Acme Ruler, Easy Grip",Wrap Bag,36.66,2,0,2.88,1
1299,IN-2014-15011,26-11-2023,02-12-2023,High,Regular Air,Matthew Clasen,Corporate,Agartala,Tripura,East,OFF-ST-10001124,Office Supplies,Storage,"Fellowes Trays, Wire Frame",Small Box,112.92,2,0,14.64,10.73
1300,IN-2013-61127,21-12-2022,26-12-2022,High,Regular Air,Ken Black,Corporate,Puducherry,Puducherry,South,OFF-ST-10001694,Office Supplies,Storage,"Smead Folders, Blue",Small Box,34.98,2,0,11.16,2.65
1301,IN-2014-62716,19-10-2023,24-10-2023,Critical,Regular Air,Rachel Payne,Corporate,Ranchi,Jharkhand,East,OFF-AR-10002747,Office Supplies,Art,"Boston Canvas, Fluorescent",Small Box,109.8,2,0,43.92,11.12
1302,IN-2013-41240,22-09-2022,28-09-2022,Critical,Regular Air,Corey Catlett,Corporate,Vijayawada,Andhra Pradesh,South,OFF-AR-10003978,Office Supplies,Art,"Binney & Smith Sketch Pad, Easy-Erase",Small Box,93.18,2,0,36.3,6.2
1303,IN-2013-49024,25-06-2022,01-07-2022,Medium,Delivery Truck,Pauline Webber,Corporate,Bellary,Karnataka,South,OFF-AR-10000539,Office Supplies,Art,"Boston Markers, Easy-Erase",Small Box,53.28,2,0,3.72,3.69
1304,IN-2012-64424,02-08-2021,08-08-2021,Medium,Regular Air,Thea Hudgings,Corporate,Ulhasnagar,Maharashtra,West,OFF-AR-10001073,Office Supplies,Art,"Sanford Markers, Easy-Erase",Small Box,47.04,2,0,17.4,3.49
1305,IN-2013-28094,18-06-2022,22-06-2022,Low,Regular Air,Ann Chong,Corporate,Ludhiana,Punjab,North,OFF-AR-10002260,Office Supplies,Art,"Boston Pens, Blue",Small Box,28.44,2,0,0,2.75
1306,IN-2014-18777,04-09-2023,08-09-2023,High,Regular Air,Mary Zewe,Corporate,Brahmapur,Odisha,East,OFF-BI-10003025,Office Supplies,Binders,"Cardinal Binding Machine, Durable",Small Box,102.54,2,0,18.42,12.95
1307,IN-2012-31762,05-12-2021,10-12-2021,High,Regular Air,Jonathan Doherty,Corporate,Jaipur,Rajasthan,North,OFF-BI-10000328,Office Supplies,Binders,"Acco Binding Machine, Clear",Small Box,101.1,2,0,35.34,8.65
1308,IN-2012-61918,28-12-2021,02-01-2022,Medium,Regular Air,Odella Nelson,Corporate,Bangalore,Karnataka,South,OFF-BI-10003588,Office Supplies,Binders,"Ibico Binder, Economy",Small Box,30.96,2,0,7.74,2.97
1309,IN-2013-41037,30-12-2022,04-01-2023,Medium,Regular Air,Sibella Parks,Corporate,Surat,Gujarat,West,OFF-BI-10001312,Office Supplies,Binders,"Cardinal 3-Hole Punch, Clear",Small Box,56.52,2,0,23.7,2.77
1310,IN-2013-28094,18-06-2022,22-06-2022,Not Specified,Regular Air,Ann Chong,Corporate,Ludhiana,Punjab,North,OFF-BI-10004483,Office Supplies,Binders,"Ibico Index Tab, Clear",Small Box,16.74,2,0,0.66,1.14
1311,IN-2013-35969,23-08-2022,27-08-2022,Not Specified,Regular Air,Skye Norling,Home Office,Raipur,Chhattisgarh,Central,OFF-BI-10001028,Office Supplies,Binders,"Ibico 3-Hole Punch, Clear",Small Box,59.82,2,0,18.54,6.75
1312,IN-2014-49675,01-03-2023,06-03-2023,Not Specified,Express Air,Laurel Beltran,Home Office,Ratlam,Madhya Pradesh,Central,OFF-BI-10001200,Office Supplies,Binders,"Avery Binder, Durable",Small Box,28.8,2,0,1.98,2.63
1313,IN-2014-21241,27-05-2023,31-05-2023,Not Specified,Regular Air,Rick Bensley,Home Office,Bhiwandi,Maharashtra,West,OFF-BI-10003713,Office Supplies,Binders,"Wilson Jones Index Tab, Economy",Small Box,12.9,2,0,4.74,0.88
1314,IN-2011-14941,22-12-2020,26-12-2020,Not Specified,Regular Air,Dianna Arnett,Home Office,Guwahati,Assam,East,OFF-AP-10003032,Office Supplies,Appliances,"Hoover Stove, Red",Large Box,1136.94,2,0,45.42,84.02
1315,IN-2014-71067,13-05-2023,17-05-2023,Not Specified,Regular Air,Nick Zandusky,Home Office,Hyderabad,Telangana,South,OFF-ST-10004315,Office Supplies,Storage,"Rogers Lockers, Blue",Small Box,423.24,2,0,21.12,47.53
1316,IN-2014-74504,09-09-2023,14-09-2023,Not Specified,Delivery Truck,Eileen Kiefer,Home Office,Bangalore,Karnataka,South,OFF-ST-10003837,Office Supplies,Storage,"Tenex Lockers, Single Width",Small Box,408.36,2,0,57.12,39.77
1317,IN-2011-29438,28-11-2020,03-12-2020,Critical,Regular Air,Paul Van Hugh,Home Office,Salem,Tamil Nadu,South,OFF-ST-10003547,Office Supplies,Storage,"Smead Shelving, Blue",Small Box,97.86,2,0,43.02,9.1
1318,IN-2012-68918,18-10-2021,24-10-2021,Critical,Regular Air,Michelle Arnett,Home Office,Pimpri,Maharashtra,West,OFF-EN-10001627,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window",Medium Box,101.94,2,0,12.18,7.45
1319,IN-2014-13331,17-11-2023,21-11-2023,Critical,Regular Air,Brendan Dodson,Home Office,Nagercoil,Tamil Nadu,South,OFF-PA-10003303,Office Supplies,Paper,"Xerox Computer Printout Paper, Multicolor",Wrap Bag,55.5,2,0,25.5,4.98
1320,IN-2014-42808,06-11-2023,11-11-2023,Critical,Express Air,Patrick Bzostek,Home Office,Jhansi,Uttar Pradesh,North,OFF-ST-10004382,Office Supplies,Storage,"Tenex Folders, Industrial",Small Box,47.4,2,0,9.9,3.98
1321,IN-2011-13534,10-06-2020,15-06-2020,Not Specified,Delivery Truck,Michael Grace,Home Office,Durgapur,West Bengal,East,OFF-EN-10003455,Office Supplies,Envelopes,"Cameo Manila Envelope, Set of 50",Medium Box,54,2,0,18.36,3.92
1322,IN-2013-63829,01-08-2022,05-08-2022,High,Regular Air,Dianna Wilson,Home Office,Ulhasnagar,Maharashtra,West,OFF-AR-10000054,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color",Small Box,52.2,2,0,18.78,3.24
1323,IN-2014-42808,06-11-2023,11-11-2023,High,Regular Air,Patrick Bzostek,Home Office,Jhansi,Uttar Pradesh,North,OFF-AR-10002392,Office Supplies,Art,"Binney & Smith Highlighters, Blue",Small Box,33.18,2,0,1.98,2.52
1324,IN-2012-53490,29-10-2021,04-11-2021,High,Regular Air,Marc Harrigan,Home Office,Chennai,Tamil Nadu,South,OFF-LA-10004623,Office Supplies,Labels,"Smead Removable Labels, 5000 Label Set",Medium Box,21,2,0,9,1.97
1325,IN-2014-75911,17-04-2023,21-04-2023,High,Regular Air,Catherine Glotzbach,Home Office,Ujjain,Madhya Pradesh,Central,OFF-ST-10002505,Office Supplies,Storage,"Tenex Box, Wire Frame",Small Box,31.14,2,0,10.86,1.58
